Store,Date,Promotion_Flag,Customer_Traffic,Satisfaction_Score
18,2010-08-31,0,260,4.48
18,2010-09-07,1,624,1.72
18,2010-09-14,1,907,4.79
18,2010-09-21,0,700,1.88
18,2010-09-28,1,935,2.3
18,2010-10-05,1,141,4.02
18,2010-10-12,1,309,2.58
18,2010-10-19,1,840,3.43
18,2010-10-26,0,961,2.78
18,2010-11-02,0,374,3.97
18,2010-11-09,0,378,1.91
18,2010-11-16,0,350,1.23
18,2010-11-23,0,409,2.2
18,2010-11-30,0,819,2.9
18,2010-12-07,1,932,1.67
18,2010-12-14,0,239,2.42
18,2010-12-21,1,891,2.6
18,2010-12-28,1,645,1.23
18,2011-01-04,1,920,3.33
18,2011-01-11,0,629,4.54
18,2011-01-18,1,156,1.61
18,2011-01-25,0,211,3.39
18,2011-02-01,1,104,3.66
18,2011-02-08,1,509,2.68
18,2011-02-15,0,513,3.8
18,2011-02-22,1,281,2.64
18,2011-03-01,1,112,3.02
18,2011-03-08,1,438,1.03
18,2011-03-15,1,896,3.77
18,2011-03-22,0,358,3.65
18,2011-03-29,1,189,1.15
18,2011-04-05,1,715,2.47
18,2011-04-12,0,990,4.92
18,2011-04-19,1,797,2.68
18,2011-04-26,1,349,3.01
18,2011-05-03,1,354,4.64
18,2011-05-10,1,687,3.87
18,2011-05-17,0,997,3.33
18,2011-05-24,1,207,4.19
18,2011-05-31,0,767,4.46
18,2011-06-07,1,693,2.83
18,2011-06-14,1,688,2.9
18,2011-06-21,1,584,2.54
18,2011-06-28,0,357,4.87
18,2011-07-05,1,738,3.79
18,2011-07-12,1,381,1.33
18,2011-07-19,0,187,4.45
18,2011-07-26,0,303,2.92
18,2011-08-02,0,115,1.28
18,2011-08-09,0,250,3.2
18,2011-08-16,1,353,2.67
18,2011-08-23,1,287,4.51
18,2011-08-30,1,428,1.82
18,2011-09-06,1,643,4.31
18,2011-09-13,0,882,3.23
18,2011-09-20,1,496,1.22
18,2011-09-27,1,616,4.89
18,2011-10-04,1,558,3.05
18,2011-10-11,1,429,2.16
18,2011-10-18,0,919,2.88
18,2011-10-25,1,944,4.43
18,2011-11-01,1,268,2.22
18,2011-11-08,1,792,1.77
18,2011-11-15,0,465,1.52
18,2011-11-22,0,277,2.19
18,2011-11-29,1,754,4.12
18,2011-12-06,1,461,2.89
18,2011-12-13,1,859,1.91
18,2011-12-20,0,738,1.66
18,2011-12-27,1,874,2.33
18,2012-01-03,1,139,4.76
18,2012-01-10,1,515,2.37
18,2012-01-17,0,454,4.95
18,2012-01-24,1,354,2.94
18,2012-01-31,1,242,1.72
18,2012-02-07,0,851,4.56
18,2012-02-14,0,839,2.84
18,2012-02-21,1,952,3.84
18,2012-02-28,0,809,4.93
18,2012-03-06,1,676,1.2
18,2012-03-13,0,999,1.39
18,2012-03-20,0,110,3.88
18,2012-03-27,1,719,2.13
18,2012-04-03,1,125,1.74
18,2012-04-10,1,520,1.16
18,2012-04-17,0,762,1.09
18,2012-04-24,1,320,4.1
18,2012-05-01,1,952,1.54
18,2012-05-08,1,595,2.87
18,2012-05-15,1,336,3.42
18,2012-05-22,1,336,2.71
18,2012-05-29,0,318,1.11
18,2012-06-05,1,586,4.13
18,2012-06-12,1,560,1.04
18,2012-06-19,0,762,4.05
18,2012-06-26,1,734,4.57
18,2012-07-03,1,243,2.73
18,2012-07-10,1,288,3.14
18,2012-07-17,1,354,2.91
18,2012-07-24,1,167,2.56
18,2012-07-31,0,715,4.55
18,2012-08-07,0,435,4.58
18,2012-08-14,0,770,2.34
18,2012-08-21,1,920,3.46
18,2012-08-28,0,973,4.71
18,2012-09-04,1,508,4.85
18,2012-09-11,1,399,3.04
18,2012-09-18,1,701,2.81
18,2012-09-25,0,456,2.11
18,2012-10-02,0,355,4.84
18,2012-10-09,0,452,1.57
18,2012-10-16,1,831,3.32
18,2012-10-23,0,620,2.13
19,2010-02-02,0,683,1.24
19,2010-02-09,0,921,3.81
19,2010-02-16,1,578,1.04
19,2010-02-23,0,865,2.64
19,2010-03-02,0,261,2.32
19,2010-03-09,0,938,3.77
19,2010-03-16,0,501,4.06
19,2010-03-23,1,607,2.22
19,2010-03-30,0,137,4.25
19,2010-04-06,0,610,2.18
19,2010-04-13,0,492,2.79
19,2010-04-20,1,812,3.91
19,2010-04-27,0,593,3.77
19,2010-05-04,0,299,4.95
19,2010-05-11,0,354,1.9
19,2010-05-18,0,278,3.65
19,2010-05-25,1,646,3.44
19,2010-06-01,0,693,4.66
19,2010-06-08,0,488,1.63
19,2010-06-15,1,497,4.01
19,2010-06-22,1,831,3.27
19,2010-06-29,1,257,2.1
19,2010-07-06,0,103,2.9
19,2010-07-13,1,266,2.34
19,2010-07-20,0,567,3.32
19,2010-07-27,1,508,4.56
19,2010-08-03,0,511,3.28
19,2010-08-10,1,303,3.53
19,2010-08-17,0,293,3.07
19,2010-08-24,1,334,1.2
19,2010-08-31,0,817,1.93
19,2010-09-07,0,249,2.97
19,2010-09-14,0,258,2.24
19,2010-09-21,0,378,1.73
19,2010-09-28,0,915,3.02
19,2010-10-05,0,503,2.29
19,2010-10-12,0,992,2.03
19,2010-10-19,0,777,2.86
19,2010-10-26,1,410,1.53
19,2010-11-02,0,167,4.71
19,2010-11-09,0,562,4.47
19,2010-11-16,1,187,3.83
19,2010-11-23,0,316,1.42
19,2010-11-30,1,100,4.1
19,2010-12-07,0,234,4.23
19,2010-12-14,1,796,4.07
19,2010-12-21,1,450,1.46
19,2010-12-28,0,239,3.58
19,2011-01-04,1,717,4.34
19,2011-01-11,0,232,3.31
19,2011-01-18,0,719,3.59
19,2011-01-25,0,277,2.83
19,2011-02-01,0,909,3.11
19,2011-02-08,1,457,1.14
19,2011-02-15,0,479,3.56
19,2011-02-22,1,970,1.33
19,2011-03-01,1,757,2.74
19,2011-03-08,0,549,2.17
19,2011-03-15,0,685,3.18
19,2011-03-22,0,562,1.53
19,2011-03-29,0,207,3.77
19,2011-04-05,1,221,4.18
19,2011-04-12,0,116,1.65
19,2011-04-19,1,295,1.42
19,2011-04-26,0,426,1.58
19,2011-05-03,0,417,4.51
19,2011-05-10,0,908,3.11
19,2011-05-17,0,578,2.87
19,2011-05-24,1,351,1.43
19,2011-05-31,1,602,3.6
19,2011-06-07,0,218,4.47
19,2011-06-14,1,773,4.31
19,2011-06-21,1,809,3.5
19,2011-06-28,0,597,1.3
19,2011-07-05,0,585,1.45
19,2011-07-12,1,144,1.2
19,2011-07-19,1,413,2.03
19,2011-07-26,1,278,1.54
19,2011-08-02,1,993,2.04
19,2011-08-09,0,517,2.54
19,2011-08-16,0,655,4.77
19,2011-08-23,1,882,3.44
19,2011-08-30,0,177,4.34
19,2011-09-06,1,425,3.84
19,2011-09-13,1,789,1.45
19,2011-09-20,0,456,3.94
19,2011-09-27,1,515,2.1
19,2011-10-04,1,614,3.56
19,2011-10-11,0,313,2.36
19,2011-10-18,0,953,4.99
19,2011-10-25,1,173,2.05
19,2011-11-01,1,662,2.12
19,2011-11-08,0,678,4.72
19,2011-11-15,1,608,1.1
19,2011-11-22,1,431,3.79
19,2011-11-29,0,192,3.9
19,2011-12-06,0,787,4.35
19,2011-12-13,0,756,4.9
19,2011-12-20,0,618,4.9
19,2011-12-27,0,368,1.26
19,2012-01-03,0,475,4.29
19,2012-01-10,1,933,3.59
19,2012-01-17,1,103,3.59
19,2012-01-24,0,237,1.51
19,2012-01-31,0,330,3.6
19,2012-02-07,1,699,4.93
19,2012-02-14,1,628,4.65
19,2012-02-21,1,151,2.76
19,2012-02-28,0,745,1.16
19,2012-03-06,0,822,2.45
19,2012-03-13,1,424,4.31
19,2012-03-20,0,830,3.81
19,2012-03-27,0,816,2.84
19,2012-04-03,0,822,1.22
19,2012-04-10,1,376,2.71
19,2012-04-17,1,635,2.88
19,2012-04-24,0,585,4.71
19,2012-05-01,0,615,3.56
19,2012-05-08,0,251,2.25
19,2012-05-15,0,582,3.1
19,2012-05-22,0,358,1.26
19,2012-05-29,1,423,4.89
19,2012-06-05,0,968,2.44
19,2012-06-12,0,267,2.91
19,2012-06-19,0,787,2.42
19,2012-06-26,1,409,3.73
19,2012-07-03,1,902,3.65
19,2012-07-10,0,578,3.86
19,2012-07-17,1,155,2.07
19,2012-07-24,1,719,2.26
19,2012-07-31,1,572,1.5
19,2012-08-07,1,395,3.62
19,2012-08-14,1,560,1.16
19,2012-08-21,1,423,3.39
19,2012-08-28,0,913,4.48
19,2012-09-04,1,945,4.56
19,2012-09-11,1,240,2.8
19,2012-09-18,0,766,2.84
19,2012-09-25,0,361,1.31
19,2012-10-02,0,884,3.68
19,2012-10-09,0,519,4.29
19,2012-10-16,1,843,1.98
19,2012-10-23,1,340,2.69
20,2010-02-02,1,583,2.09
20,2010-02-09,0,115,1.01
20,2010-02-16,0,670,1.65
20,2010-02-23,1,342,2.4
20,2010-03-02,1,306,2.26
20,2010-03-09,0,370,4.17
20,2010-03-16,0,860,3.72
20,2010-03-23,0,878,2.2
20,2010-03-30,1,804,2.83
20,2010-04-06,1,946,1.38
20,2010-04-13,0,829,4.59
20,2010-04-20,1,214,4.74
20,2010-04-27,0,679,4.92
20,2010-05-04,1,398,4.47
20,2010-05-11,0,936,1.7
20,2010-05-18,0,582,1.18
20,2010-05-25,1,496,3.32
20,2010-06-01,1,493,4.65
20,2010-06-08,1,174,1.71
20,2010-06-15,1,581,1.03
20,2010-06-22,1,202,4.22
20,2010-06-29,1,396,1.31
20,2010-07-06,0,277,2.65
20,2010-07-13,1,314,3.72
20,2010-07-20,0,414,1.95
20,2010-07-27,0,138,1.34
20,2010-08-03,1,358,4.08
20,2010-08-10,0,815,3.52
20,2010-08-17,0,106,4.95
20,2010-08-24,1,148,2.38
20,2010-08-31,1,637,1.25
20,2010-09-07,1,260,3.94
20,2010-09-14,0,968,3.09
20,2010-09-21,1,275,1.85
20,2010-09-28,1,690,4.13
20,2010-10-05,1,101,1.82
20,2010-10-12,1,994,2.04
20,2010-10-19,0,554,1.37
20,2010-10-26,1,743,2.6
20,2010-11-02,0,375,2.68
20,2010-11-09,1,597,3.06
20,2010-11-16,0,728,3.84
20,2010-11-23,0,775,4.62
20,2010-11-30,0,899,1.55
20,2010-12-07,1,127,1.22
20,2010-12-14,0,432,1.07
20,2010-12-21,1,100,1.57
20,2010-12-28,1,287,3.63
20,2011-01-04,1,155,3.91
20,2011-01-11,1,646,4.15
20,2011-01-18,1,211,1.97
20,2011-01-25,0,897,2.22
20,2011-02-01,1,409,2.93
20,2011-02-08,0,135,1.25
20,2011-02-15,0,538,3.44
20,2011-02-22,0,828,4.93
20,2011-03-01,0,691,2.44
20,2011-03-08,0,925,4.01
20,2011-03-15,0,694,3.0
20,2011-03-22,0,676,1.51
20,2011-03-29,1,424,3.33
20,2011-04-05,0,739,2.2
20,2011-04-12,1,406,1.14
20,2011-04-19,0,633,3.54
20,2011-04-26,0,827,4.44
20,2011-05-03,0,718,2.38
20,2011-05-10,0,208,2.56
20,2011-05-17,1,471,4.56
20,2011-05-24,1,456,4.25
20,2011-05-31,1,280,3.86
20,2011-06-07,0,455,2.0
20,2011-06-14,0,775,4.64
20,2011-06-21,0,167,1.62
20,2011-06-28,1,391,3.51
20,2011-07-05,0,791,1.12
20,2011-07-12,1,280,3.57
20,2011-07-19,1,565,2.11
20,2011-07-26,0,533,2.8
20,2011-08-02,0,563,2.38
20,2011-08-09,1,780,1.69
20,2011-08-16,1,633,3.49
20,2011-08-23,1,165,4.53
20,2011-08-30,0,120,4.84
20,2011-09-06,0,711,1.77
20,2011-09-13,0,483,3.87
20,2011-09-20,0,911,3.66
20,2011-09-27,0,714,2.37
20,2011-10-04,0,658,1.08
20,2011-10-11,1,138,3.76
20,2011-10-18,1,384,4.78
20,2011-10-25,1,921,3.53
20,2011-11-01,0,701,2.74
20,2011-11-08,1,696,3.1
20,2011-11-15,0,884,1.8
20,2011-11-22,0,435,4.0
20,2011-11-29,1,287,3.99
20,2011-12-06,0,770,1.58
20,2011-12-13,1,342,4.51
20,2011-12-20,1,172,2.08
20,2011-12-27,0,578,4.93
20,2012-01-03,1,660,2.53
20,2012-01-10,1,200,1.71
20,2012-01-17,1,613,2.41
20,2012-01-24,1,855,2.76
20,2012-01-31,0,275,1.28
20,2012-02-07,1,337,3.31
20,2012-02-14,1,158,3.39
20,2012-02-21,1,964,3.96
20,2012-02-28,0,198,1.12
20,2012-03-06,1,970,3.16
20,2012-03-13,0,594,1.21
20,2012-03-20,1,613,3.8
20,2012-03-27,1,854,1.22
20,2012-04-03,1,396,4.65
20,2012-04-10,0,310,3.81
20,2012-04-17,0,222,3.03
20,2012-04-24,0,328,2.77
20,2012-05-01,0,693,1.52
20,2012-05-08,0,755,2.16
20,2012-05-15,0,487,4.48
20,2012-05-22,1,239,4.62
20,2012-05-29,0,640,1.0
20,2012-06-05,1,490,3.38
20,2012-06-12,0,369,3.88
20,2012-06-19,0,858,3.47
20,2012-06-26,0,111,1.33
20,2012-07-03,1,966,1.87
20,2012-07-10,0,488,2.0
20,2012-07-17,0,436,4.33
20,2012-07-24,1,605,2.85
20,2012-07-31,1,205,2.95
20,2012-08-07,1,131,4.74
20,2012-08-14,1,173,3.55
20,2012-08-21,0,270,4.59
20,2012-08-28,1,948,2.83
20,2012-09-04,0,168,1.6
20,2012-09-11,0,912,4.72
20,2012-09-18,1,461,2.83
20,2012-09-25,0,748,1.73
20,2012-10-02,1,532,2.21
20,2012-10-09,0,199,1.2
20,2012-10-16,1,757,2.87
20,2012-10-23,1,108,4.41
21,2010-02-02,1,130,4.91
21,2010-02-09,0,622,4.09
21,2010-02-16,1,442,1.43
21,2010-02-23,1,476,4.11
21,2010-03-02,0,229,1.68
21,2010-03-09,1,716,2.79
21,2010-03-16,0,638,1.84
21,2010-03-23,0,838,3.76
21,2010-03-30,1,101,4.51
21,2010-04-06,1,970,2.16
21,2010-04-13,0,200,1.33
21,2010-04-20,1,632,2.19
21,2010-04-27,0,157,3.69
21,2010-05-04,1,488,2.32
21,2010-05-11,1,791,2.11
21,2010-05-18,0,440,1.74
21,2010-05-25,0,960,2.99
21,2010-06-01,0,119,2.1
21,2010-06-08,1,354,3.92
21,2010-06-15,0,416,1.31
21,2010-06-22,0,137,3.66
21,2010-06-29,1,759,1.95
21,2010-07-06,1,636,2.96
21,2010-07-13,0,485,2.14
21,2010-07-20,0,732,3.89
21,2010-07-27,0,125,4.78
21,2010-08-03,0,553,4.67
21,2010-08-10,1,780,3.33
21,2010-08-17,1,422,2.85
21,2010-08-24,0,836,4.27
21,2010-08-31,0,612,3.73
21,2010-09-07,0,918,1.73
21,2010-09-14,1,872,4.28
21,2010-09-21,0,112,2.72
21,2010-09-28,0,659,1.76
21,2010-10-05,1,924,2.13
21,2010-10-12,1,470,2.07
21,2010-10-19,0,390,3.08
21,2010-10-26,0,431,1.94
21,2010-11-02,1,705,1.49
21,2010-11-09,0,360,1.49
21,2010-11-16,0,889,3.33
21,2010-11-23,1,970,3.94
21,2010-11-30,1,304,2.29
21,2010-12-07,1,796,1.14
21,2010-12-14,0,786,1.51
21,2010-12-21,1,486,4.66
21,2010-12-28,1,991,2.97
21,2011-01-04,0,920,2.81
21,2011-01-11,0,567,1.15
21,2011-01-18,1,514,3.91
21,2011-01-25,1,168,3.11
21,2011-02-01,0,571,1.81
21,2011-02-08,0,203,1.44
21,2011-02-15,1,857,2.53
21,2011-02-22,1,260,4.35
21,2011-03-01,0,299,4.46
21,2011-03-08,1,315,3.41
21,2011-03-15,0,311,3.91
21,2011-03-22,1,607,1.46
21,2011-03-29,0,115,3.35
21,2011-04-05,0,597,3.67
21,2011-04-12,1,983,1.8
21,2011-04-19,1,431,4.52
21,2011-04-26,0,816,1.78
21,2011-05-03,1,976,2.25
21,2011-05-10,1,650,3.48
21,2011-05-17,1,700,3.55
21,2011-05-24,0,355,3.8
21,2011-05-31,1,865,1.45
21,2011-06-07,1,827,4.4
21,2011-06-14,0,979,3.13
21,2011-06-21,1,914,2.89
21,2011-06-28,1,271,4.92
21,2011-07-05,0,748,3.96
21,2011-07-12,0,597,1.47
21,2011-07-19,1,570,4.03
21,2011-07-26,1,483,1.38
21,2011-08-02,0,789,1.11
21,2011-08-09,0,688,2.61
21,2011-08-16,1,799,4.97
21,2011-08-23,1,606,1.7
21,2011-08-30,1,626,3.69
21,2011-09-06,0,903,1.69
21,2011-09-13,1,930,3.9
21,2011-09-20,0,424,3.02
21,2011-09-27,0,313,3.72
21,2011-10-04,0,307,1.81
21,2011-10-11,1,268,3.98
21,2011-10-18,1,429,4.98
21,2011-10-25,1,379,3.66
21,2011-11-01,0,404,2.97
21,2011-11-08,1,245,4.69
21,2011-11-15,0,874,1.06
21,2011-11-22,0,615,3.92
21,2011-11-29,0,189,4.55
21,2011-12-06,0,552,1.25
21,2011-12-13,0,159,2.8
21,2011-12-20,0,410,1.82
21,2011-12-27,1,627,3.27
21,2012-01-03,0,326,3.6
21,2012-01-10,1,573,2.21
21,2012-01-17,0,640,2.84
21,2012-01-24,1,762,2.12
21,2012-01-31,1,856,2.48
21,2012-02-07,1,881,1.64
21,2012-02-14,1,178,4.54
21,2012-02-21,0,532,1.04
21,2012-02-28,0,900,4.53
21,2012-03-06,0,252,3.29
21,2012-03-13,0,888,2.33
21,2012-03-20,1,500,3.89
21,2012-03-27,1,378,3.03
21,2012-04-03,1,156,3.0
21,2012-04-10,0,285,1.44
21,2012-04-17,1,497,2.56
21,2012-04-24,0,704,1.96
21,2012-05-01,1,887,1.06
21,2012-05-08,1,257,2.44
21,2012-05-15,1,886,1.36
21,2012-05-22,1,792,2.03
21,2012-05-29,1,458,1.37
21,2012-06-05,0,539,1.4
21,2012-06-12,1,688,1.8
21,2012-06-19,0,565,5.0
21,2012-06-26,0,762,1.01
21,2012-07-03,0,545,3.55
21,2012-07-10,0,849,1.56
21,2012-07-17,0,900,4.68
21,2012-07-24,0,842,1.37
21,2012-07-31,0,587,4.82
21,2012-08-07,0,629,3.44
21,2012-08-14,1,172,1.01
21,2012-08-21,1,800,4.58
21,2012-08-28,0,116,3.09
21,2012-09-04,0,630,2.05
21,2012-09-11,0,830,4.07
21,2012-09-18,1,425,4.71
21,2012-09-25,1,731,2.93
21,2012-10-02,0,712,2.26
21,2012-10-09,0,645,4.16
21,2012-10-16,1,695,3.73
21,2012-10-23,1,807,4.56
22,2010-02-02,0,334,4.62
22,2010-02-09,1,599,3.17
22,2010-02-16,1,388,3.52
22,2010-02-23,0,609,2.03
22,2010-03-02,1,651,4.2
22,2010-03-09,0,899,3.53
22,2010-03-16,0,808,3.01
22,2010-03-23,0,884,1.24
22,2010-03-30,1,993,4.66
22,2010-04-06,1,875,3.46
22,2010-04-13,1,668,1.77
22,2010-04-20,0,397,3.43
22,2010-04-27,0,709,3.71
22,2010-05-04,0,236,3.1
22,2010-05-11,1,475,3.87
22,2010-05-18,0,186,3.33
22,2010-05-25,0,518,4.79
22,2010-06-01,1,853,1.21
22,2010-06-08,0,298,1.42
22,2010-06-15,0,562,1.69
22,2010-06-22,1,536,3.76
22,2010-06-29,1,409,3.58
22,2010-07-06,0,695,4.57
22,2010-07-13,1,853,3.93
22,2010-07-20,0,380,3.03
22,2010-07-27,1,422,4.97
22,2010-08-03,0,863,2.06
22,2010-08-10,1,801,4.33
22,2010-08-17,0,251,2.71
22,2010-08-24,1,401,3.59
22,2010-08-31,1,377,3.91
22,2010-09-07,1,750,3.54
22,2010-09-14,1,787,1.56
22,2010-09-21,1,107,2.77
22,2010-09-28,1,906,3.25
22,2010-10-05,1,334,4.4
22,2010-10-12,0,774,2.77
22,2010-10-19,0,660,4.67
22,2010-10-26,1,401,2.76
22,2010-11-02,1,137,3.2
22,2010-11-09,0,235,4.19
22,2010-11-16,0,921,3.33
22,2010-11-23,1,520,4.84
22,2010-11-30,0,318,3.64
22,2010-12-07,0,447,3.09
22,2010-12-14,1,907,1.09
22,2010-12-21,1,645,2.65
22,2010-12-28,1,963,2.2
22,2011-01-04,0,178,3.99
22,2011-01-11,1,847,1.83
22,2011-01-18,1,994,1.82
22,2011-01-25,0,372,1.76
22,2011-02-01,1,260,1.5
22,2011-02-08,0,786,2.24
22,2011-02-15,0,977,4.54
22,2011-02-22,0,407,4.1
22,2011-03-01,0,473,3.94
22,2011-03-08,0,832,4.19
22,2011-03-15,0,108,2.08
22,2011-03-22,1,900,4.55
22,2011-03-29,1,543,1.55
22,2011-04-05,1,212,2.35
22,2011-04-12,0,304,3.35
22,2011-04-19,1,504,1.41
22,2011-04-26,0,797,3.92
22,2011-05-03,1,952,2.55
22,2011-05-10,0,296,4.14
22,2011-05-17,1,877,2.97
22,2011-05-24,0,873,1.72
22,2011-05-31,1,859,3.94
22,2011-06-07,0,214,2.01
22,2011-06-14,1,220,2.96
22,2011-06-21,0,752,1.3
22,2011-06-28,1,164,3.47
22,2011-07-05,1,375,3.66
22,2011-07-12,1,924,2.51
22,2011-07-19,0,338,4.82
22,2011-07-26,0,401,4.5
22,2011-08-02,0,491,3.83
22,2011-08-09,0,621,3.85
22,2011-08-16,0,468,2.01
22,2011-08-23,1,332,3.63
22,2011-08-30,0,294,1.79
22,2011-09-06,1,111,1.58
22,2011-09-13,1,788,5.0
22,2011-09-20,0,276,3.49
22,2011-09-27,1,316,2.72
22,2011-10-04,0,110,2.15
22,2011-10-11,0,545,3.42
22,2011-10-18,0,729,1.2
22,2011-10-25,1,263,1.38
22,2011-11-01,0,650,1.13
22,2011-11-08,0,152,3.0
22,2011-11-15,0,317,3.4
22,2011-11-22,1,817,1.25
22,2011-11-29,0,923,3.88
22,2011-12-06,1,459,1.92
22,2011-12-13,1,484,3.74
22,2011-12-20,0,155,4.93
22,2011-12-27,1,217,3.76
22,2012-01-03,1,999,4.53
22,2012-01-10,0,352,4.79
22,2012-01-17,0,897,2.95
22,2012-01-24,0,879,3.81
22,2012-01-31,1,902,4.41
22,2012-02-07,0,944,2.43
22,2012-02-14,1,279,2.05
22,2012-02-21,1,514,4.79
22,2012-02-28,1,969,3.91
22,2012-03-06,1,334,1.88
22,2012-03-13,1,954,2.8
22,2012-03-20,0,807,4.19
22,2012-03-27,0,919,3.19
22,2012-04-03,1,179,3.6
22,2012-04-10,1,746,4.02
22,2012-04-17,0,121,3.49
22,2012-04-24,0,576,3.16
22,2012-05-01,1,942,4.0
22,2012-05-08,1,539,3.91
22,2012-05-15,0,836,3.52
22,2012-05-22,0,669,2.44
22,2012-05-29,1,192,2.62
22,2012-06-05,0,291,4.88
22,2012-06-12,0,202,1.45
22,2012-06-19,1,495,2.07
22,2012-06-26,1,106,2.97
22,2012-07-03,1,739,4.35
22,2012-07-10,0,666,1.65
22,2012-07-17,1,330,2.11
22,2012-07-24,0,973,1.26
22,2012-07-31,1,673,3.82
22,2012-08-07,1,339,1.95
22,2012-08-14,0,189,2.55
22,2012-08-21,0,331,2.77
22,2012-08-28,1,556,4.57
22,2012-09-04,1,332,2.65
22,2012-09-11,0,453,1.58
22,2012-09-18,1,432,3.1
22,2012-09-25,0,538,4.85
22,2012-10-02,0,474,3.43
22,2012-10-09,1,391,4.93
22,2012-10-16,0,444,4.36
22,2012-10-23,0,763,1.14
23,2010-02-02,0,883,3.34
23,2010-02-09,0,731,3.08
23,2010-02-16,1,439,1.6
23,2010-02-23,1,512,1.26
23,2010-03-02,1,831,3.92
23,2010-03-09,0,619,3.24
23,2010-03-16,0,443,2.44
23,2010-03-23,0,486,4.23
23,2010-03-30,0,572,2.55
23,2010-04-06,1,374,4.18
23,2010-04-13,0,452,2.22
23,2010-04-20,0,165,1.29
23,2010-04-27,1,178,4.73
23,2010-05-04,1,697,2.58
23,2010-05-11,0,735,4.17
23,2010-05-18,1,301,2.12
23,2010-05-25,1,761,3.59
23,2010-06-01,0,657,4.49
23,2010-06-08,0,212,1.17
23,2010-06-15,0,190,4.32
23,2010-06-22,0,240,3.29
23,2010-06-29,1,388,3.43
23,2010-07-06,1,829,3.09
23,2010-07-13,0,688,4.5
23,2010-07-20,0,510,1.17
23,2010-07-27,1,476,2.04
23,2010-08-03,0,483,4.5
23,2010-08-10,0,945,4.01
23,2010-08-17,0,251,1.07
23,2010-08-24,0,934,3.07
23,2010-08-31,1,850,3.12
23,2010-09-07,0,726,2.6
23,2010-09-14,1,418,2.19
23,2010-09-21,0,468,3.73
23,2010-09-28,0,705,1.83
23,2010-10-05,1,659,4.2
23,2010-10-12,0,802,4.21
23,2010-10-19,1,561,2.66
23,2010-10-26,0,111,2.13
23,2010-11-02,0,255,2.14
23,2010-11-09,0,783,2.93
23,2010-11-16,0,576,3.88
23,2010-11-23,0,500,2.44
23,2010-11-30,1,907,3.44
23,2010-12-07,1,276,2.53
23,2010-12-14,0,440,2.22
23,2010-12-21,0,156,1.1
23,2010-12-28,1,954,1.02
23,2011-01-04,1,951,1.91
23,2011-01-11,0,547,2.63
23,2011-01-18,0,302,4.41
23,2011-01-25,1,796,4.19
23,2011-02-01,0,732,2.07
23,2011-02-08,1,837,1.98
23,2011-02-15,0,301,1.91
23,2011-02-22,1,429,2.36
23,2011-03-01,1,462,2.99
23,2011-03-08,0,991,2.75
23,2011-03-15,1,553,1.87
23,2011-03-22,0,455,1.52
23,2011-03-29,0,315,1.05
23,2011-04-05,0,654,1.62
23,2011-04-12,0,986,3.82
23,2011-04-19,1,122,1.97
23,2011-04-26,0,254,2.87
23,2011-05-03,0,285,3.37
23,2011-05-10,0,348,4.55
23,2011-05-17,0,848,4.56
23,2011-05-24,1,904,3.98
23,2011-05-31,0,233,1.14
23,2011-06-07,1,420,3.3
23,2011-06-14,1,489,4.15
23,2011-06-21,1,533,1.07
23,2011-06-28,0,121,3.2
23,2011-07-05,0,972,4.43
23,2011-07-12,0,699,2.9
23,2011-07-19,0,764,1.02
23,2011-07-26,1,224,1.04
23,2011-08-02,1,178,2.67
23,2011-08-09,0,957,1.62
23,2011-08-16,0,150,3.66
23,2011-08-23,0,827,3.84
23,2011-08-30,0,275,1.71
23,2011-09-06,0,969,4.55
23,2011-09-13,0,352,2.77
23,2011-09-20,0,345,1.57
23,2011-09-27,1,838,4.06
23,2011-10-04,1,205,4.16
23,2011-10-11,1,292,3.56
23,2011-10-18,1,415,4.41
23,2011-10-25,0,401,3.95
23,2011-11-01,0,647,4.53
23,2011-11-08,0,815,2.74
23,2011-11-15,0,878,3.99
23,2011-11-22,0,367,5.0
23,2011-11-29,1,269,3.9
23,2011-12-06,0,650,1.46
23,2011-12-13,1,554,3.07
23,2011-12-20,0,750,3.35
23,2011-12-27,1,391,1.7
23,2012-01-03,0,663,4.85
23,2012-01-10,1,898,1.7
23,2012-01-17,0,900,1.71
23,2012-01-24,0,240,4.66
23,2012-01-31,0,245,2.86
23,2012-02-07,0,524,1.25
23,2012-02-14,1,413,3.39
23,2012-02-21,0,283,3.41
23,2012-02-28,1,763,1.26
23,2012-03-06,0,812,4.89
23,2012-03-13,1,227,3.18
23,2012-03-20,0,386,3.24
23,2012-03-27,0,922,3.08
23,2012-04-03,1,352,3.44
23,2012-04-10,0,877,2.06
23,2012-04-17,0,799,2.15
23,2012-04-24,1,485,3.05
23,2012-05-01,0,329,4.23
23,2012-05-08,1,370,1.2
23,2012-05-15,0,870,3.41
23,2012-05-22,1,910,4.23
23,2012-05-29,1,514,1.63
23,2012-06-05,1,297,1.06
23,2012-06-12,1,422,2.25
23,2012-06-19,0,155,3.35
23,2012-06-26,0,930,1.55
23,2012-07-03,1,302,2.7
23,2012-07-10,0,882,3.21
23,2012-07-17,0,720,3.4
23,2012-07-24,0,727,2.1
23,2012-07-31,1,703,2.6
23,2012-08-07,0,237,4.11
23,2012-08-14,0,521,4.76
23,2012-08-21,1,914,4.45
23,2012-08-28,0,156,3.26
23,2012-09-04,1,661,2.64
